participantID,instanceName,seqBall,responseTimeUrn,responseTimeColour,age,sex,probSubject,bayesFamaliar,bayesInExp,uA_r,uB_r,cB_r,cW_r,cP_r,cG_r,uC_r,uD_r,urns,colours,uA_c,uB_c,cB_c,cW_c,cP_c,cG_c,uC_c,uD_c,uA_s,uB_s,uC_s,uD_s,cB_s,cW_s,cP_s,cG_s,diff_uA,diff_uB,diff_uC,diff_uD,diff_cB,diff_cW,diff_cP,diff_cG,JSD_U_rc,JSD_C_rc,JSD_U_rs,JSD_C_rs,DQ_U_o,DQ_C_o,DQ_U_s,DQ_C_s,EWCC_u,MDCC_u,CC_u,EWCC_c,MDCC_c,CC_c,ACC_u,ACC_c,AEWCC_u,AEWCC_c,AMDCC_u,AMDCC_c,DV_seqBall_1,DV_seqBall_2,DV_seqBall_3
5,1,2,13.3994141,4.73339844,22,Male,Yes,No,Never,40.0,60.0,40.0,60.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,46.0,54.0,,,10.0,10.0,,,10.0,10.0,,,0.0854351026245885,0.0854351026245885,0.0854351026245885,0.05148320640240413,0.9145648973754115,0.9145648973754115,0.9145648973754115,0.9485167935975959,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
5,1,3,10.9003906,2.66601563,22,Male,Yes,No,Never,35.0,65.0,40.0,60.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,22.0,78.0,,,44.0,56.00000000000001,,,5.0,5.0,,,2.0,2.000000000000007,,,0.04535025058447101,0.017269163664255252,0.12270595247377589,0.03442146416541959,0.954649749415529,0.9827308363357448,0.8772940475262241,0.9655785358345804,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
6,1,1,19.0830078,21.8989258,32,Male,No,No,Not Applicable,65.0,35.0,30.0,70.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,56.00000000000001,44.0,,,35.0,35.0,,,12.0,12.000000000000007,,,0.30085943850861374,0.10635220789113521,0.30085943850861374,0.22444559909373518,0.6991405614913863,0.8936477921088648,0.6991405614913863,0.7755544009062648,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
6,1,2,18.4995117,17.4995117,32,Male,No,No,Not Applicable,55.0,45.0,65.0,35.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,81.0,19.0,,,52.0,48.0,,,5.0,5.0,,,15.0,15.0,,,0.04252825000991628,0.12912875332566442,0.239287485649879,0.11222597348258061,0.9574717499900838,0.8708712466743356,0.760712514350121,0.8877740265174194,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
6,1,3,15.33252,13.7993164,32,Male,No,No,Not Applicable,35.0,65.0,40.0,60.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,34.0,66.0,,,44.0,56.00000000000001,,,5.0,5.0,,,2.0,2.000000000000007,,,0.04535025058447101,0.017269163664255252,0.00893342067552648,0.03442146416541959,0.954649749415529,0.9827308363357448,0.9910665793244735,0.9655785358345804,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
7,1,1,35.3652344,15.5664063,32,Female,No,No,Never,40.0,60.0,46.0,54.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,46.0,54.0,,,10.0,10.0,,,4.0,3.999999999999993,,,0.08914767822445263,0.034225053617428655,0.08914767822445263,0.0,0.9108523217755473,0.9657749463825713,0.9108523217755473,1.0,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
7,1,2,25.7490234,20.4990234,32,Female,No,No,Never,55.0,45.0,43.0,57.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,61.0,39.0,,,52.0,48.0,,,5.0,5.0,,,7.0,7.0,,,0.04252825000991628,0.059623705817541464,0.05164197698777288,0.07658715594503687,0.9574717499900838,0.9403762941824585,0.9483580230122272,0.9234128440549632,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
7,1,3,47.8652344,20.1489258,32,Female,No,No,Never,58.0,42.0,56.0,44.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,34.0,66.0,,,53.0,47.0,,,28.0,28.0,,,14.0,13.999999999999993,,,0.2412781052849234,0.11912486568704031,0.20552892452616958,0.025585476075217294,0.7587218947150766,0.8808751343129597,0.7944710754738304,0.9744145239247827,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
8,1,1,70.08325,47.1333,34,Female,Yes,No,Not Applicable,40.0,60.0,33.0,67.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,46.0,54.0,,,10.0,10.0,,,9.0,9.000000000000007,,,0.08914767822445263,0.07901815625711849,0.08914767822445263,0.11312881990749665,0.9108523217755473,0.9209818437428815,0.9108523217755473,0.8868711800925033,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
8,1,2,23.1167,33.1333,34,Female,Yes,No,Not Applicable,47.0,53.0,46.0,54.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,61.0,39.0,,,49.0,51.0,,,3.0,3.0,,,4.0,4.0,,,0.02549304867489489,0.03400465534436373,0.11949004261365163,0.02551350145104286,0.9745069513251051,0.9659953446556363,0.8805099573863484,0.9744864985489572,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
8,1,3,21.4501953,26.449707,34,Female,Yes,No,Not Applicable,45.0,55.0,43.0,57.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,28.000000000000004,72.0,,,48.0,52.0,,,15.0,15.0,,,1.0,0.9999999999999929,,,0.1319140868736712,0.008590489910300009,0.1504753049813279,0.0426483867670548,0.8680859131263288,0.9914095100897,0.8495246950186721,0.9573516132329452,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
9,1,1,20.2666016,17.4833984,34,Male,Yes,No,Not Applicable,26.0,74.0,28.0,72.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,40.0,60.0,,,4.0,4.0,,,14.0,14.000000000000007,,,0.03784408406178465,0.1249628047804585,0.03784408406178465,0.1077868380908843,0.9621559159382154,0.8750371952195415,0.9621559159382154,0.8922131619091157,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
9,1,2,15.800293,17.75,34,Male,Yes,No,Not Applicable,33.0,67.0,32.0,68.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,45.0,55.00000000000001,,,43.0,56.99999999999999,,,17.0,17.0,,,18.0,18.0,,,0.14692950152911965,0.1559158102809879,0.10463811505048805,0.09662171325979549,0.8530704984708803,0.8440841897190121,0.895361884949512,0.9033782867402045,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
9,1,3,18.7998047,10.2836914,34,Male,Yes,No,Not Applicable,26.0,74.0,26.0,74.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,17.0,83.0,,,40.0,60.0,,,4.0,4.0,,,16.0,16.000000000000007,,,0.03784408406178465,0.14393947064615176,0.09330811334191583,0.12679861713001578,0.9621559159382154,0.8560605293538482,0.9066918866580842,0.8732013828699843,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
10,1,1,10.5166016,122.26709,23,Female,No,No,Not Applicable,30.0,70.0,42.0,58.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,0.0,7.105427357601002e-15,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
10,1,2,13.2836914,17.0664063,23,Female,No,No,Not Applicable,41.0,59.0,48.0,52.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,46.0,54.0,,,9.0,9.0,,,2.0,2.0,,,0.07680453829026761,0.01699040185542936,0.07680453829026761,0.017017671991955384,0.9231954617097324,0.9830095981445707,0.9231954617097324,0.9829823280080446,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
10,1,3,28.2001953,9.799805,23,Female,No,No,Not Applicable,38.0,62.0,47.0,53.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,23.0,77.0,,,45.0,55.00000000000001,,,8.0,8.0,,,5.0,4.999999999999993,,,0.07177913516150818,0.04273482619214037,0.1388905806337782,0.01704164142481431,0.9282208648384919,0.9572651738078596,0.8611094193662218,0.9829583585751857,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
11,1,1,9.366699,10.9667969,22,Female,No,Yes,Sometimes,30.0,70.0,30.0,70.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,12.0,12.000000000000007,,,0.0,0.10635220789113521,0.0,0.10635220789113521,1.0,0.8936477921088648,1.0,0.8936477921088648,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
11,1,2,10.5664063,9.666992,22,Female,No,Yes,Sometimes,45.0,55.0,43.0,57.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,48.0,52.0,,,5.0,5.0,,,7.0,7.0,,,0.04252825000991628,0.059623705817541464,0.04252825000991628,0.0426483867670548,0.9574717499900838,0.9403762941824585,0.9574717499900838,0.9573516132329452,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
11,1,3,5.966797,7.95019531,22,Female,No,Yes,Sometimes,42.0,58.0,40.0,60.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,26.0,74.0,,,47.0,53.0,,,12.0,12.0,,,2.0,2.000000000000007,,,0.10635220789113521,0.017269163664255252,0.14393947064615176,0.059988030512285094,0.8936477921088648,0.9827308363357448,0.8560605293538482,0.9400119694877149,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
12,1,1,20.949707,11.1835938,34,Female,No,No,Never,30.0,70.0,30.0,70.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,12.0,12.000000000000007,,,0.0,0.10635220789113521,0.0,0.10635220789113521,1.0,0.8936477921088648,1.0,0.8936477921088648,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
12,1,2,14.3500977,31.2998047,34,Female,No,No,Never,70.0,30.0,70.0,30.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,57.99999999999999,42.0,,,20.0,20.0,,,20.0,20.0,,,0.17408372939284805,0.17408372939284805,0.17408372939284805,0.10635220789113521,0.8259162706071519,0.8259162706071519,0.8259162706071519,0.8936477921088648,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
12,1,3,18.0830078,16.2167969,34,Female,No,No,Never,30.0,70.0,30.0,70.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,50.0,50.0,,,42.0,57.99999999999999,,,0.0,0.0,,,12.0,12.000000000000007,,,0.0,0.10635220789113521,0.17408372939284805,0.10635220789113521,1.0,0.8936477921088648,0.8259162706071519,0.8936477921088648,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
13,1,1,20.2167969,32.25,25,Male,Yes,Yes,Sometimes,30.0,70.0,57.0,43.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,15.0,14.999999999999993,,,0.0,0.12764559506451775,0.0,0.12764559506451775,1.0,0.8723544049354822,1.0,0.8723544049354822,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
13,1,2,34.0166,12.9667969,25,Male,Yes,Yes,Sometimes,49.0,51.0,50.0,50.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,50.0,50.0,,,1.0,1.0,,,0.0,0.0,,,0.008493713513927347,0.0,0.008493713513927347,0.0,0.9915062864860726,1.0,0.9915062864860726,1.0,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
13,1,3,11.78418,20.0664063,25,Male,Yes,Yes,Sometimes,41.0,59.0,68.0,32.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,28.999999999999996,71.0,,,46.0,54.0,,,11.0,11.0,,,26.0,25.999999999999993,,,0.09776859725037104,0.2232863130797197,0.10703830074733454,0.1895655266828859,0.902231402749629,0.7767136869202803,0.8929616992526654,0.810434473317114,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
14,1,1,9.983398,20.6333,24,Female,Yes,No,Never,40.0,60.0,40.0,60.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,46.0,54.0,,,10.0,10.0,,,2.0,2.000000000000007,,,0.08914767822445263,0.017269163664255252,0.08914767822445263,0.05148320640240413,0.9108523217755473,0.9827308363357448,0.9108523217755473,0.9485167935975959,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
14,1,2,14.449707,11.9169922,24,Female,Yes,No,Never,45.0,55.0,45.0,55.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,61.0,39.0,,,48.0,52.0,,,5.0,5.0,,,5.0,5.0,,,0.04252825000991628,0.04252825000991628,0.13643528620299006,0.02554427320108188,0.9574717499900838,0.9574717499900838,0.8635647137970099,0.9744557267989181,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
14,1,3,9.733398,15.7333984,24,Female,Yes,No,Never,40.0,60.0,45.0,55.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,26.0,74.0,,,46.0,54.0,,,10.0,10.0,,,3.0,2.999999999999993,,,0.08914767822445263,0.025699821112529157,0.12679861713001578,0.008527899910057452,0.9108523217755473,0.9743001788874709,0.8732013828699843,0.9914721000899426,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
15,1,1,13.1000977,27.75,31,Male,Yes,Yes,Sometimes,30.0,70.0,42.0,58.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,0.0,7.105427357601002e-15,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
15,1,2,26.25,15.0,31,Male,Yes,Yes,Sometimes,50.0,50.0,50.0,50.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,50.0,50.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
15,1,3,57.5834961,24.3999023,31,Male,Yes,Yes,Sometimes,30.0,70.0,58.0,42.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,16.0,15.999999999999993,,,0.0,0.13618408484968564,0.0,0.13618408484968564,1.0,0.8638159151503144,1.0,0.8638159151503144,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
16,1,1,10.2167969,18.0166016,22,Male,No,No,Not Applicable,30.0,70.0,42.0,58.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,0.0,7.105427357601002e-15,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
16,1,2,32.9667969,20.2832031,22,Male,No,No,Not Applicable,50.0,50.0,50.0,50.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,50.0,50.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
16,1,3,41.55078,14.4667969,22,Male,No,No,Not Applicable,30.0,70.0,42.0,58.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,0.0,7.105427357601002e-15,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
17,1,1,36.8500977,22.1167,24,Female,No,No,Never,30.0,70.0,40.0,60.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,2.0,2.000000000000007,,,0.0,0.017269163664255252,0.0,0.017269163664255252,1.0,0.9827308363357448,1.0,0.9827308363357448,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
17,1,2,20.6167,28.15039,24,Female,No,No,Never,45.0,55.0,33.0,67.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,48.0,52.0,,,5.0,5.0,,,17.0,17.0,,,0.04252825000991628,0.14692950152911965,0.04252825000991628,0.13005543068538403,0.9574717499900838,0.8530704984708803,0.9574717499900838,0.869944569314616,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
17,1,3,10.75,7.31640625,24,Female,No,No,Never,35.0,65.0,30.0,70.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,26.0,74.0,,,44.0,56.00000000000001,,,5.0,5.0,,,12.0,12.000000000000007,,,0.04535025058447101,0.10635220789113521,0.08312666444139423,0.12342156400196738,0.954649749415529,0.8936477921088648,0.9168733355586057,0.8765784359980326,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
18,1,1,28.8989258,17.2994385,24,Male,No,Yes,Never,30.0,70.0,43.0,57.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,1.0,0.9999999999999929,,,0.0,0.008590489910300009,0.0,0.008590489910300009,1.0,0.9914095100897,1.0,0.9914095100897,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
18,1,2,31.682251,7.282959,24,Male,No,Yes,Never,50.0,50.0,50.0,50.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,50.0,50.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
18,1,3,26.2491455,7.449829,24,Male,No,Yes,Never,38.0,62.0,46.0,54.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,45.0,55.00000000000001,,,8.0,8.0,,,4.0,3.999999999999993,,,0.07177913516150818,0.034225053617428655,0.07177913516150818,0.008527899910057452,0.9282208648384919,0.9657749463825713,0.9282208648384919,0.9914721000899426,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
19,1,1,29.65039,10.7167969,30,Female,Yes,Yes,Never,30.0,70.0,40.0,60.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,2.0,2.000000000000007,,,0.0,0.017269163664255252,0.0,0.017269163664255252,1.0,0.9827308363357448,1.0,0.9827308363357448,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
19,1,2,11.1000977,5.033203,30,Female,Yes,Yes,Never,35.0,65.0,40.0,60.0,,,,,2,2,50.0,50.0,50.0,50.0,,,,,50.0,50.0,,,44.0,56.00000000000001,,,15.0,15.0,,,10.0,10.0,,,0.12912875332566442,0.0854351026245885,0.12912875332566442,0.03442146416541959,0.8708712466743356,0.9145648973754115,0.8708712466743356,0.9655785358345804,6.0,4.0,10.0,4.0,2.0,6.0,15.0,12.0,9.0,8.0,6.0,4.0,0,1,0
19,1,3,9.633301,2.98339844,30,Female,Yes,Yes,Never,35.0,65.0,40.0,60.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,19.0,81.0,,,44.0,56.00000000000001,,,5.0,5.0,,,2.0,2.000000000000007,,,0.04535025058447101,0.017269163664255252,0.1539314086808841,0.03442146416541959,0.954649749415529,0.9827308363357448,0.8460685913191159,0.9655785358345804,6.0,4.0,10.0,4.0,2.0,6.0,25.0,18.0,15.0,12.0,10.0,6.0,0,0,1
20,1,1,13.2666016,22.7509766,20,Female,No,Yes,Never,30.0,70.0,42.0,58.0,,,,,2,2,30.0,70.0,42.0,57.99999999999999,,,,,30.0,70.0,,,42.0,57.99999999999999,,,0.0,0.0,,,0.0,7.105427357601002e-15,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,6.0,5.0,6.0,3.0,4.0,2.0,2.0,1,0,0
